customerID,tenure,tenure_band,MonthlyCharges,monthly_charge_band,TotalCharges,Contract,contract_risk_band,service_count,has_fiber,is_month_to_month,estimated_annual_revenue,revenue_at_risk,churn_flag
9881-VCZEP,25,25-48 Months,54.1,Medium,1373.0,Month-to-month,High Risk,2,0,1,649.2,0.0,0
9526-BIHHD,1,0-12 Months,29.7,Low,29.7,Month-to-month,High Risk,1,0,1,356.4,356.4,1
8757-TFHHJ,1,0-12 Months,49.8,Medium,49.8,Month-to-month,High Risk,1,0,1,597.5999999999999,0.0,0
4523-WXCEF,59,49+ Months,101.1,Very High,6039.9,Month-to-month,High Risk,4,1,1,1213.1999999999998,1213.1999999999998,1
1468-DEFNC,64,49+ Months,24.4,Low,1548.65,Two year,Low Risk,1,0,0,292.79999999999995,0.0,0
5119-KEPFY,36,25-48 Months,95.0,High,3440.25,Month-to-month,High Risk,3,1,1,1140.0,0.0,0
8364-TRMMK,3,0-12 Months,50.65,Medium,151.3,Month-to-month,High Risk,1,0,1,607.8,607.8,1
0916-KNFAJ,61,49+ Months,69.9,Medium,4226.7,Two year,Low Risk,4,0,0,838.8000000000001,0.0,0
8319-QBEHW,26,25-48 Months,39.95,Medium,1023.75,One year,Moderate Risk,2,0,0,479.40000000000003,0.0,0
3063-QFSZL,1,0-12 Months,55.4,Medium,55.4,Month-to-month,High Risk,1,0,1,664.8,664.8,1
8775-LHDJH,1,0-12 Months,90.6,High,90.6,Month-to-month,High Risk,3,1,1,1087.1999999999998,1087.1999999999998,1
9625-QNLUX,68,49+ Months,103.25,Very High,7074.4,Two year,Low Risk,5,1,0,1239.0,0.0,0
3097-NQYSN,2,0-12 Months,86.85,High,156.35,Month-to-month,High Risk,2,1,1,1042.1999999999998,1042.1999999999998,1
4024-CSNBY,72,49+ Months,94.25,High,6849.75,Two year,Low Risk,5,1,0,1131.0,0.0,0
7110-BDTWG,71,49+ Months,47.05,Medium,3263.6,Two year,Low Risk,3,0,0,564.5999999999999,0.0,0
7493-GVFIO,57,49+ Months,20.55,Low,1252.85,Two year,Low Risk,0,0,0,246.60000000000002,0.0,0
0690-SRQID,4,0-12 Months,19.65,Low,67.55,Month-to-month,High Risk,0,0,1,235.79999999999998,0.0,0
9605-WGJVW,1,0-12 Months,70.2,High,70.2,Month-to-month,High Risk,0,1,1,842.4000000000001,0.0,0
9114-DPSIA,72,49+ Months,81.0,High,5750.0,Two year,Low Risk,6,0,0,972.0,0.0,0
4700-UBQMV,21,13-24 Months,75.9,High,1549.75,One year,Moderate Risk,4,0,0,910.8000000000001,0.0,0
7711-GQBZC,71,49+ Months,24.7,Low,1810.55,Two year,Low Risk,1,0,0,296.4,0.0,0
3565-UNOCC,29,25-48 Months,99.05,High,2952.85,Month-to-month,High Risk,4,1,1,1188.6,1188.6,1
4627-MIHJH,69,49+ Months,110.25,Very High,7467.55,Two year,Low Risk,6,1,0,1323.0,0.0,0
9795-NREXC,64,49+ Months,85.0,High,5484.4,Two year,Low Risk,6,0,0,1020.0,0.0,0
8573-CGOCC,16,13-24 Months,19.75,Low,294.9,Month-to-month,High Risk,0,0,1,237.0,0.0,0
7356-AYNJP,4,0-12 Months,23.9,Low,97.5,One year,Moderate Risk,1,0,0,286.79999999999995,0.0,0
9249-FXSCK,52,49+ Months,111.25,Very High,5916.45,One year,Moderate Risk,6,1,0,1335.0,1335.0,1
5493-SDRDQ,2,0-12 Months,55.1,Medium,113.35,Month-to-month,High Risk,2,0,1,661.2,661.2,1
6286-SUUWT,1,0-12 Months,19.95,Low,19.95,Month-to-month,High Risk,0,0,1,239.39999999999998,0.0,0
4819-HJPIW,18,13-24 Months,25.15,Low,476.8,Month-to-month,High Risk,0,0,1,301.79999999999995,0.0,0
8654-DHAOW,2,0-12 Months,54.15,Medium,101.65,Month-to-month,High Risk,2,0,1,649.8,0.0,0
5438-QMDDL,19,13-24 Months,59.8,Medium,1130.85,Month-to-month,High Risk,2,0,1,717.5999999999999,0.0,0
9812-GHVRI,40,25-48 Months,83.85,High,3532.25,Month-to-month,High Risk,2,1,1,1006.1999999999999,0.0,0
5553-AOINX,66,49+ Months,104.9,Very High,6891.45,One year,Moderate Risk,5,1,0,1258.8000000000002,0.0,0
1228-ZLNBX,21,13-24 Months,75.3,High,1570.7,Month-to-month,High Risk,1,1,1,903.5999999999999,0.0,0
4226-KKDON,8,0-12 Months,66.65,Medium,520.95,Month-to-month,High Risk,3,0,1,799.8000000000001,0.0,0
3831-YCPUO,72,49+ Months,109.5,Very High,7854.9,Two year,Low Risk,6,1,0,1314.0,0.0,0
7445-WMRBW,48,25-48 Months,73.85,High,3581.4,One year,Moderate Risk,5,0,0,886.1999999999999,0.0,0
3308-DGHKL,69,49+ Months,19.3,Low,1447.9,Two year,Low Risk,0,0,0,231.60000000000002,0.0,0
9924-JPRMC,72,49+ Months,118.2,Very High,8547.15,Two year,Low Risk,7,1,0,1418.4,0.0,0
0080-EMYVY,14,13-24 Months,51.45,Medium,727.85,One year,Moderate Risk,1,0,0,617.4000000000001,0.0,0
6218-KNUBD,6,0-12 Months,59.45,Medium,357.6,Month-to-month,High Risk,2,0,1,713.4000000000001,0.0,0
7337-CINUD,8,0-12 Months,19.5,Low,159.35,Two year,Low Risk,0,0,0,234.0,0.0,0
7609-NRNCA,17,13-24 Months,19.55,Low,280.85,One year,Moderate Risk,0,0,0,234.60000000000002,0.0,0
0623-EJQEG,65,49+ Months,93.55,High,6069.25,One year,Moderate Risk,4,1,0,1122.6,0.0,0
7153-CHRBV,57,49+ Months,59.3,Medium,3274.35,One year,Moderate Risk,3,0,0,711.5999999999999,0.0,0
0871-URUWO,13,13-24 Months,102.25,Very High,1359.0,Month-to-month,High Risk,4,1,1,1227.0,1227.0,1
9190-MFJLN,19,13-24 Months,95.9,High,1777.9,Month-to-month,High Risk,3,1,1,1150.8000000000002,1150.8000000000002,1
6198-PNNSZ,56,49+ Months,109.8,Very High,6109.65,One year,Moderate Risk,6,1,0,1317.6,0.0,0
3317-VLGQT,14,13-24 Months,78.1,High,1122.4,Month-to-month,High Risk,1,1,1,937.1999999999999,0.0,0
4132-POCZS,52,49+ Months,39.9,Medium,2020.9,Month-to-month,High Risk,2,0,1,478.79999999999995,0.0,0
5614-DNZCE,58,49+ Months,64.9,Medium,3795.45,Two year,Low Risk,4,0,0,778.8000000000001,0.0,0
1095-JUDTC,47,25-48 Months,95.05,High,4504.55,Month-to-month,High Risk,4,1,1,1140.6,1140.6,1
3896-RCYYE,67,49+ Months,53.4,Medium,3579.15,Month-to-month,High Risk,4,0,1,640.8,0.0,0
9638-JIQYA,2,0-12 Months,24.9,Low,49.7,Month-to-month,High Risk,0,0,1,298.79999999999995,0.0,0
3258-SANFR,6,0-12 Months,44.7,Medium,276.5,Month-to-month,High Risk,0,0,1,536.4000000000001,0.0,0
3726-TBHQT,71,49+ Months,114.0,Very High,8175.9,Two year,Low Risk,7,1,0,1368.0,0.0,0
3190-ITQXP,46,25-48 Months,20.25,Low,890.35,Two year,Low Risk,0,0,0,243.0,0.0,0
0870-VEMYL,5,0-12 Months,53.85,Medium,259.8,Month-to-month,High Risk,2,0,1,646.2,646.2,1
4833-QTJNO,67,49+ Months,83.85,High,5588.8,Month-to-month,High Risk,3,1,1,1006.1999999999999,0.0,0
3039-MJSLN,3,0-12 Months,20.2,Low,50.6,Month-to-month,High Risk,0,0,1,242.39999999999998,0.0,0
0178-CIIKR,3,0-12 Months,19.95,Low,58.0,Month-to-month,High Risk,0,0,1,239.39999999999998,0.0,0
5385-SUIRI,52,49+ Months,104.2,Very High,5568.35,Month-to-month,High Risk,5,1,1,1250.4,1250.4,1
3982-XWFZQ,42,25-48 Months,50.25,Medium,2203.65,Month-to-month,High Risk,1,0,1,603.0,603.0,1
5774-QPLTF,50,49+ Months,20.35,Low,938.95,One year,Moderate Risk,0,0,0,244.20000000000002,0.0,0
2322-VCZHZ,23,13-24 Months,90.0,High,2024.1,Month-to-month,High Risk,3,1,1,1080.0,0.0,0
5010-IPEAQ,67,49+ Months,54.2,Medium,3623.95,Two year,Low Risk,5,0,0,650.4000000000001,0.0,0
4009-ALQFH,25,25-48 Months,99.5,High,2369.05,Month-to-month,High Risk,4,1,1,1194.0,1194.0,1
6383-ZTSIW,39,25-48 Months,99.1,High,3877.95,One year,Moderate Risk,4,1,0,1189.1999999999998,0.0,0
8990-YOZLV,69,49+ Months,66.9,Medium,4577.9,Two year,Low Risk,4,0,0,802.8000000000001,0.0,0
3069-SSVSN,1,0-12 Months,25.85,Low,25.85,One year,Moderate Risk,0,0,0,310.20000000000005,0.0,0
5222-IMUKT,32,25-48 Months,91.05,High,2871.5,Month-to-month,High Risk,2,1,1,1092.6,0.0,0
3627-FCRDW,9,0-12 Months,71.0,High,672.55,Month-to-month,High Risk,0,1,1,852.0,852.0,1
7562-GSUHK,16,13-24 Months,93.2,High,1573.7,Month-to-month,High Risk,3,1,1,1118.4,1118.4,1
6685-XSHHU,60,49+ Months,20.95,Low,1270.55,Two year,Low Risk,0,0,0,251.39999999999998,0.0,0
8901-UPRHR,72,49+ Months,109.2,Very High,7711.45,Two year,Low Risk,6,1,0,1310.4,0.0,0
4903-UYAVB,5,0-12 Months,19.35,Low,126.05,Month-to-month,High Risk,0,0,1,232.20000000000002,232.20000000000002,1
0118-JPNOY,26,25-48 Months,85.8,High,2193.65,Month-to-month,High Risk,2,1,1,1029.6,0.0,0
6776-TLWOI,3,0-12 Months,19.85,Low,64.55,Month-to-month,High Risk,0,0,1,238.20000000000002,238.20000000000002,1
3845-FXCYS,2,0-12 Months,19.65,Low,31.2,Month-to-month,High Risk,0,0,1,235.79999999999998,0.0,0
5857-XRECV,2,0-12 Months,20.5,Low,38.25,One year,Moderate Risk,0,0,0,246.0,0.0,0
0725-CXOTM,36,25-48 Months,89.65,High,3348.1,One year,Moderate Risk,6,0,0,1075.8000000000002,0.0,0
4343-EJVQB,7,0-12 Months,74.35,High,533.6,Month-to-month,High Risk,1,1,1,892.1999999999999,0.0,0
9000-PLFUZ,60,49+ Months,49.45,Medium,2907.55,Two year,Low Risk,3,0,0,593.4000000000001,0.0,0
3427-GGZZI,19,13-24 Months,89.1,High,1620.8,Month-to-month,High Risk,3,1,1,1069.1999999999998,0.0,0
7779-ORAEL,45,25-48 Months,75.15,High,3480.35,Two year,Low Risk,5,0,0,901.8000000000001,0.0,0
0644-OQMDK,4,0-12 Months,70.65,High,293.85,Month-to-month,High Risk,0,1,1,847.8000000000001,0.0,0
4077-CROMM,31,25-48 Months,104.2,Very High,3243.45,Month-to-month,High Risk,5,1,1,1250.4,1250.4,1
3154-CFSZG,47,25-48 Months,90.05,High,4137.2,Month-to-month,High Risk,3,1,1,1080.6,0.0,0
2868-MZAGQ,1,0-12 Months,79.25,High,79.25,Month-to-month,High Risk,1,1,1,951.0,951.0,1
4847-QNOKA,1,0-12 Months,44.9,Medium,44.9,Month-to-month,High Risk,0,0,1,538.8,538.8,1
2220-IAHLS,1,0-12 Months,19.4,Low,19.4,Month-to-month,High Risk,0,0,1,232.79999999999998,0.0,0
1658-XUHBX,59,49+ Months,88.75,High,5348.65,Month-to-month,High Risk,3,1,1,1065.0,0.0,0
6379-RXJRQ,10,0-12 Months,70.1,High,659.65,Month-to-month,High Risk,0,1,1,841.1999999999999,841.1999999999999,1
2378-HTWFW,35,25-48 Months,91.0,High,3180.5,Month-to-month,High Risk,3,1,1,1092.0,0.0,0
8650-RHRKE,4,0-12 Months,29.65,Low,118.5,Month-to-month,High Risk,1,0,1,355.79999999999995,355.79999999999995,1
4377-VDHYI,32,25-48 Months,90.8,High,3023.85,One year,Moderate Risk,3,1,0,1089.6,0.0,0
0475-RIJEP,43,25-48 Months,77.85,High,3365.85,Month-to-month,High Risk,2,1,1,934.1999999999999,934.1999999999999,1
1260-TTRXI,4,0-12 Months,54.3,Medium,195.3,Month-to-month,High Risk,1,0,1,651.5999999999999,651.5999999999999,1
3719-TDVQB,54,49+ Months,18.95,Low,1031.1,Two year,Low Risk,0,0,0,227.39999999999998,0.0,0
6328-ZPBGN,11,0-12 Months,95.15,High,997.65,Month-to-month,High Risk,3,1,1,1141.8000000000002,1141.8000000000002,1
0201-MIBOL,66,49+ Months,102.4,Very High,6471.85,Two year,Low Risk,4,1,0,1228.8000000000002,0.0,0
4937-QPZPO,61,49+ Months,99.9,High,6241.35,One year,Moderate Risk,4,1,0,1198.8000000000002,0.0,0
2925-VDZHY,72,49+ Months,88.7,High,6501.35,Two year,Low Risk,7,0,0,1064.4,0.0,0
6981-TDRFT,44,25-48 Months,54.3,Medium,2317.1,One year,Moderate Risk,4,0,0,651.5999999999999,0.0,0
3413-CSSTH,41,25-48 Months,55.7,Medium,2237.55,Month-to-month,High Risk,2,0,1,668.4000000000001,0.0,0
8033-VCZGH,50,49+ Months,103.95,Very High,5231.3,One year,Moderate Risk,5,1,0,1247.4,0.0,0
4789-KWMXN,47,25-48 Months,110.85,Very High,5275.8,One year,Moderate Risk,6,1,0,1330.1999999999998,1330.1999999999998,1
0224-NIJLP,8,0-12 Months,20.15,Low,165.5,Two year,Low Risk,0,0,0,241.79999999999998,0.0,0
7542-CYDDM,18,13-24 Months,20.05,Low,358.5,Month-to-month,High Risk,0,0,1,240.60000000000002,0.0,0
4718-WXBGI,72,49+ Months,91.95,High,6614.9,Two year,Low Risk,7,0,0,1103.4,0.0,0
2867-UIMSS,1,0-12 Months,80.5,High,80.5,Month-to-month,High Risk,1,1,1,966.0,966.0,1
8495-PRWFH,42,25-48 Months,55.65,Medium,2421.75,Month-to-month,High Risk,2,0,1,667.8,0.0,0
0439-IFYUN,18,13-24 Months,74.7,High,1294.6,Month-to-month,High Risk,1,1,1,896.4000000000001,0.0,0
5716-LIBJC,13,13-24 Months,104.15,Very High,1299.1,One year,Moderate Risk,5,1,0,1249.8000000000002,0.0,0
2868-LLSKM,68,49+ Months,83.65,High,5733.4,One year,Moderate Risk,3,1,0,1003.8000000000001,0.0,0
8111-RKSPX,4,0-12 Months,72.2,High,305.55,Month-to-month,High Risk,1,1,1,866.4000000000001,866.4000000000001,1
2988-QRAJY,69,49+ Months,110.05,Very High,7430.75,Two year,Low Risk,6,1,0,1320.6,0.0,0
1585-MQSSU,17,13-24 Months,51.5,Medium,900.5,Month-to-month,High Risk,1,0,1,618.0,618.0,1
0071-NDAFP,25,25-48 Months,25.5,Low,630.6,Two year,Low Risk,1,0,0,306.0,0.0,0
2856-NNASM,43,25-48 Months,89.55,High,3856.75,Month-to-month,High Risk,2,1,1,1074.6,1074.6,1
7328-ZJAJO,59,49+ Months,19.5,Low,1222.65,Two year,Low Risk,0,0,0,234.0,0.0,0
6458-CYIDZ,5,0-12 Months,80.7,High,374.8,Month-to-month,High Risk,2,1,1,968.4000000000001,0.0,0
8559-CIZFV,21,13-24 Months,77.5,High,1625.0,One year,Moderate Risk,5,0,0,930.0,930.0,1
1090-PYKCI,69,49+ Months,105.1,Very High,7234.8,One year,Moderate Risk,6,1,0,1261.1999999999998,0.0,0
3058-WQDRE,13,13-24 Months,25.15,Low,331.85,Month-to-month,High Risk,0,0,1,301.79999999999995,0.0,0
7547-EKNFS,42,25-48 Months,95.25,High,3959.35,Month-to-month,High Risk,4,1,1,1143.0,1143.0,1
2279-AXJJK,52,49+ Months,95.65,High,5088.4,Month-to-month,High Risk,4,1,1,1147.8000000000002,0.0,0
6769-DYBQN,46,25-48 Months,85.0,High,3969.4,Month-to-month,High Risk,2,1,1,1020.0,1020.0,1
0909-SELIE,61,49+ Months,80.8,High,4860.85,Two year,Low Risk,6,0,0,969.5999999999999,0.0,0
3417-TSCIC,29,25-48 Months,24.85,Low,788.05,One year,Moderate Risk,0,0,0,298.20000000000005,0.0,0
1042-HFUCW,25,25-48 Months,54.75,Medium,1266.35,One year,Moderate Risk,2,0,0,657.0,0.0,0
4439-JMPMT,5,0-12 Months,85.75,High,470.95,Month-to-month,High Risk,2,1,1,1029.0,1029.0,1
6537-OTKMY,15,13-24 Months,50.75,Medium,688.2,One year,Moderate Risk,3,0,0,609.0,0.0,0
8999-EXMNO,19,13-24 Months,20.15,Low,387.7,Two year,Low Risk,0,0,0,241.79999999999998,0.0,0
6725-TPKJO,44,25-48 Months,20.05,Low,845.25,Two year,Low Risk,0,0,0,240.60000000000002,0.0,0
2446-BEGGB,6,0-12 Months,98.25,High,560.6,Month-to-month,High Risk,4,1,1,1179.0,1179.0,1
7162-WPHPM,58,49+ Months,71.6,High,4230.25,Two year,Low Risk,5,0,0,859.1999999999999,0.0,0
1599-MMYRQ,62,49+ Months,81.45,High,4983.05,One year,Moderate Risk,2,1,0,977.4000000000001,0.0,0
8821-KVZKQ,70,49+ Months,58.4,Medium,4113.15,One year,Moderate Risk,5,0,0,700.8,0.0,0
1496-GGSUK,1,0-12 Months,25.7,Low,25.7,Month-to-month,High Risk,0,0,1,308.4,308.4,1
6434-TTGJP,10,0-12 Months,53.7,Medium,521.0,Two year,Low Risk,5,0,0,644.4000000000001,0.0,0
0042-JVWOJ,26,25-48 Months,19.6,Low,471.85,One year,Moderate Risk,0,0,0,235.20000000000002,0.0,0
0130-SXOUN,66,49+ Months,89.4,High,5976.9,Month-to-month,High Risk,3,1,1,1072.8000000000002,0.0,0
2575-GFSOE,7,0-12 Months,69.0,Medium,506.9,Month-to-month,High Risk,0,1,1,828.0,828.0,1
2330-PQGDQ,51,49+ Months,84.2,High,4299.75,One year,Moderate Risk,3,1,0,1010.4000000000001,0.0,0
1452-UZOSF,72,49+ Months,106.1,Very High,7548.6,Two year,Low Risk,6,1,0,1273.1999999999998,0.0,0
2097-YVPKN,65,49+ Months,25.75,Low,1654.75,Two year,Low Risk,1,0,0,309.0,0.0,0
2842-JTCCU,2,0-12 Months,46.05,Medium,80.35,Month-to-month,High Risk,0,0,1,552.5999999999999,552.5999999999999,1
8597-CTXVJ,70,49+ Months,64.95,Medium,4551.5,One year,Moderate Risk,4,0,0,779.4000000000001,0.0,0
6631-HMANX,72,49+ Months,85.45,High,6227.5,Two year,Low Risk,6,0,0,1025.4,0.0,0
9962-BFPDU,1,0-12 Months,20.05,Low,20.05,Month-to-month,High Risk,0,0,1,240.60000000000002,0.0,0
3296-SILRA,1,0-12 Months,76.4,High,76.4,Month-to-month,High Risk,1,1,1,916.8000000000001,916.8000000000001,1
9681-OXGVC,5,0-12 Months,100.5,Very High,514.0,Month-to-month,High Risk,4,1,1,1206.0,1206.0,1
6394-HHHZM,3,0-12 Months,20.7,Low,57.5,Month-to-month,High Risk,0,0,1,248.39999999999998,0.0,0
5995-LFTLE,58,49+ Months,25.3,Low,1474.35,Two year,Low Risk,1,0,0,303.6,0.0,0
5180-UCIIQ,22,13-24 Months,40.05,Medium,880.2,Month-to-month,High Risk,2,0,1,480.59999999999997,480.59999999999997,1
1932-UEDCX,33,25-48 Months,100.6,Very High,3270.25,Month-to-month,High Risk,4,1,1,1207.1999999999998,0.0,0
7153-OANIO,1,0-12 Months,69.95,Medium,69.95,Month-to-month,High Risk,0,1,1,839.4000000000001,839.4000000000001,1
5188-HGMLP,54,49+ Months,74.0,High,3919.15,Month-to-month,High Risk,1,1,1,888.0,0.0,0
0665-XHDJU,72,49+ Months,99.4,High,7285.7,Two year,Low Risk,4,1,0,1192.8000000000002,0.0,0
6521-YYTYI,1,0-12 Months,93.3,High,93.3,Month-to-month,High Risk,3,1,1,1119.6,1119.6,1
8878-HMWBV,3,0-12 Months,49.15,Medium,169.05,Month-to-month,High Risk,1,0,1,589.8,589.8,1
8265-HKSOW,72,49+ Months,107.45,Very High,7658.3,Two year,Low Risk,6,1,0,1289.4,0.0,0
3544-FBCAS,72,49+ Months,83.6,High,5959.3,Two year,Low Risk,6,0,0,1003.1999999999999,0.0,0
5331-RGMTT,54,49+ Months,99.05,High,5295.7,Month-to-month,High Risk,4,1,1,1188.6,0.0,0
4759-PXTAN,59,49+ Months,80.1,High,4693.2,One year,Moderate Risk,5,0,0,961.1999999999999,0.0,0
7054-DMVAS,54,49+ Months,65.3,Medium,3512.9,Two year,Low Risk,3,0,0,783.5999999999999,0.0,0
3428-MMGUB,60,49+ Months,89.55,High,5231.2,Two year,Low Risk,3,1,0,1074.6,0.0,0
6549-BTYPG,60,49+ Months,60.8,Medium,3603.45,Two year,Low Risk,5,0,0,729.5999999999999,0.0,0
7823-JSOAG,3,0-12 Months,74.5,High,217.45,Month-to-month,High Risk,1,1,1,894.0,0.0,0
3705-RHRFR,69,49+ Months,99.15,High,6875.35,Two year,Low Risk,4,1,0,1189.8000000000002,0.0,0
9374-YOLBJ,1,0-12 Months,19.25,Low,19.25,Month-to-month,High Risk,0,0,1,231.0,0.0,0
9074-KGVOX,50,49+ Months,39.45,Medium,2021.35,Month-to-month,High Risk,2,0,1,473.40000000000003,0.0,0
6128-DAFVY,56,49+ Months,44.85,Medium,2564.95,Month-to-month,High Risk,2,0,1,538.2,0.0,0
9933-QRGTX,60,49+ Months,97.2,High,5611.75,Two year,Low Risk,4,1,0,1166.4,0.0,0
4476-OSWTN,69,49+ Months,110.55,Very High,7610.1,One year,Moderate Risk,6,1,0,1326.6,0.0,0
3751-KTZEL,1,0-12 Months,35.05,Medium,35.05,Month-to-month,High Risk,1,0,1,420.59999999999997,420.59999999999997,1
1977-STDKI,1,0-12 Months,73.0,High,73.0,Month-to-month,High Risk,1,1,1,876.0,876.0,1
5066-GFJMM,3,0-12 Months,19.9,Low,45.75,Month-to-month,High Risk,0,0,1,238.79999999999998,0.0,0
2661-GKBTK,60,49+ Months,76.95,High,4543.95,Two year,Low Risk,4,0,0,923.4000000000001,0.0,0
0458-HEUZG,13,13-24 Months,35.4,Medium,450.4,Two year,Low Risk,2,0,0,424.79999999999995,0.0,0
7268-WNTCP,62,49+ Months,20.45,Low,1297.35,Two year,Low Risk,0,0,0,245.39999999999998,0.0,0
0824-VWDPO,45,25-48 Months,96.75,High,4442.75,One year,Moderate Risk,4,1,0,1161.0,0.0,0
8409-WQJUX,25,25-48 Months,54.2,Medium,1423.15,One year,Moderate Risk,4,0,0,650.4000000000001,0.0,0
2578-JQPHZ,44,25-48 Months,100.1,Very High,4378.35,Two year,Low Risk,4,1,0,1201.1999999999998,0.0,0
3278-FSIXX,2,0-12 Months,45.25,Medium,74.2,Month-to-month,High Risk,0,0,1,543.0,0.0,0
5813-UECBU,33,25-48 Months,83.85,High,2716.3,Month-to-month,High Risk,3,1,1,1006.1999999999999,1006.1999999999999,1
0328-GRPMV,1,0-12 Months,70.1,High,70.1,Month-to-month,High Risk,0,1,1,841.1999999999999,841.1999999999999,1
9746-UGFAC,22,13-24 Months,20.85,Low,450.65,One year,Moderate Risk,0,0,0,250.20000000000002,0.0,0
2946-KIQSP,35,25-48 Months,33.45,Low,1175.85,Month-to-month,High Risk,2,0,1,401.40000000000003,0.0,0
0625-AFOHS,29,25-48 Months,20.2,Low,558.8,Two year,Low Risk,0,0,0,242.39999999999998,0.0,0
6726-WEXXK,27,25-48 Months,85.9,High,2220.1,One year,Moderate Risk,3,1,0,1030.8000000000002,0.0,0
4636-OLWOE,54,49+ Months,61.0,Medium,3283.05,One year,Moderate Risk,3,0,0,732.0,0.0,0
4342-HENTK,2,0-12 Months,70.65,High,142.35,Month-to-month,High Risk,0,1,1,847.8000000000001,847.8000000000001,1
4685-ERGHK,57,49+ Months,86.9,High,4939.25,One year,Moderate Risk,2,1,0,1042.8000000000002,0.0,0
0885-HMGPY,62,49+ Months,69.4,Medium,4237.5,Two year,Low Risk,5,0,0,832.8000000000001,0.0,0
5003-OKNNK,15,13-24 Months,20.35,Low,335.95,One year,Moderate Risk,0,0,0,244.20000000000002,0.0,0
4195-SMMNX,2,0-12 Months,20.35,Low,33.2,Month-to-month,High Risk,0,0,1,244.20000000000002,244.20000000000002,1
7208-PSIHR,70,49+ Months,104.3,Very High,7188.5,Two year,Low Risk,5,1,0,1251.6,0.0,0
4012-ZTHBR,21,13-24 Months,44.95,Medium,926.25,Month-to-month,High Risk,0,0,1,539.4000000000001,0.0,0
0489-WMEMG,23,13-24 Months,49.45,Medium,1119.35,One year,Moderate Risk,1,0,0,593.4000000000001,0.0,0
7435-ZNUYY,6,0-12 Months,20.6,Low,116.6,One year,Moderate Risk,0,0,0,247.20000000000002,0.0,0
1354-YZFNB,4,0-12 Months,19.55,Low,68.8,Two year,Low Risk,0,0,0,234.60000000000002,0.0,0
6956-SMUCM,3,0-12 Months,99.0,High,287.4,Month-to-month,High Risk,4,1,1,1188.0,1188.0,1
2985-FMWYF,23,13-24 Months,93.5,High,2341.55,Month-to-month,High Risk,3,1,1,1122.0,0.0,0
2812-ENYMO,26,25-48 Months,54.55,Medium,1362.85,One year,Moderate Risk,4,0,0,654.5999999999999,0.0,0
2717-HVIZY,8,0-12 Months,20.05,Low,163.6,Month-to-month,High Risk,0,0,1,240.60000000000002,0.0,0
3223-WZWJM,26,25-48 Months,83.95,High,2254.2,Month-to-month,High Risk,2,1,1,1007.4000000000001,1007.4000000000001,1
3422-GALYP,2,0-12 Months,79.45,High,145.15,Month-to-month,High Risk,2,1,1,953.4000000000001,0.0,0
9053-JZFKV,67,49+ Months,116.2,Very High,7752.3,Two year,Low Risk,7,1,0,1394.4,1394.4,1
2530-ENDWQ,71,49+ Months,93.7,High,6585.35,Two year,Low Risk,3,1,0,1124.4,1124.4,1
2890-WFBHU,59,49+ Months,79.85,High,4786.1,One year,Moderate Risk,6,0,0,958.1999999999999,0.0,0
0327-WFZSY,39,25-48 Months,100.0,Very High,3835.55,One year,Moderate Risk,4,1,0,1200.0,0.0,0
7977-HXJKU,21,13-24 Months,19.6,Low,397.0,Two year,Low Risk,0,0,0,235.20000000000002,0.0,0
6615-ZGEDR,1,0-12 Months,19.7,Low,19.7,Month-to-month,High Risk,0,0,1,236.39999999999998,236.39999999999998,1
7033-CLAMM,48,25-48 Months,20.2,Low,1027.25,Two year,Low Risk,0,0,0,242.39999999999998,0.0,0
4023-RTIQM,31,25-48 Months,50.4,Medium,1580.1,One year,Moderate Risk,4,0,0,604.8,0.0,0
0864-FVJNJ,64,49+ Months,113.35,Very High,7222.75,One year,Moderate Risk,7,1,0,1360.1999999999998,0.0,0
7356-IWLFW,46,25-48 Months,80.0,High,3769.7,Month-to-month,High Risk,2,1,1,960.0,0.0,0
9541-PWTWO,52,49+ Months,80.95,High,4233.95,Two year,Low Risk,5,0,0,971.4000000000001,0.0,0
3967-VQOGC,67,49+ Months,24.9,Low,1680.25,Two year,Low Risk,1,0,0,298.79999999999995,0.0,0
7872-RDDLZ,67,49+ Months,54.9,Medium,3725.5,Month-to-month,High Risk,2,0,1,658.8,0.0,0
9250-WYPLL,5,0-12 Months,75.55,High,413.65,Month-to-month,High Risk,1,1,1,906.5999999999999,906.5999999999999,1
6308-CQRBU,71,49+ Months,109.25,Very High,7707.7,Two year,Low Risk,6,1,0,1311.0,0.0,0
2754-XBHTB,9,0-12 Months,77.65,High,714.15,Month-to-month,High Risk,1,1,1,931.8000000000001,931.8000000000001,1
1597-LHYNC,26,25-48 Months,95.0,High,2497.2,Month-to-month,High Risk,4,1,1,1140.0,1140.0,1
0186-CAERR,71,49+ Months,116.3,Very High,8309.55,One year,Moderate Risk,7,1,0,1395.6,0.0,0
3043-SUDUA,32,25-48 Months,19.9,Low,601.55,Month-to-month,High Risk,0,0,1,238.79999999999998,0.0,0
5442-BHQNG,2,0-12 Months,70.35,High,139.25,Month-to-month,High Risk,0,1,1,844.1999999999999,0.0,0
2169-RRLFW,71,49+ Months,25.6,Low,1888.25,Two year,Low Risk,1,0,0,307.20000000000005,0.0,0
5872-OEQNH,60,49+ Months,44.45,Medium,2773.9,One year,Moderate Risk,3,0,0,533.4000000000001,0.0,0
