customerID,Contract,tenure,MonthlyCharges,estimated_annual_revenue,predicted_churn_probability,predicted_risk_band,predicted_revenue_at_risk,retention_priority_score,priority_tier,customer_value_band,recommended_offer_type,retention_action
1074-WVEVG,One year,59,20.35,244.2,0.0190562098453284,Low,4.65,4.65,P4,Standard Value,No immediate offer,Monitor only
9979-RGMZT,One year,7,94.05,1128.6,0.5032508604163315,High,567.97,567.97,P2,High Value,Discount / pricing support,Proactive outreach with pricing/value reinforcement
6437-UDQJM,Two year,72,84.1,1009.2,0.0272187136727578,Low,27.47,27.47,P4,High Value,No immediate offer,Monitor only
1226-IENZN,Month-to-month,16,78.75,945.0,0.4608259071978799,Moderate,435.48,435.48,P2,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2108-GLPQB,Month-to-month,25,55.55,666.5999999999999,0.0865082011402035,Low,57.67,57.67,P4,Medium Value,No immediate offer,Monitor only
9259-PACGQ,Month-to-month,34,62.65,751.8,0.2279680245387678,Low,171.39,171.39,P3,Medium Value,No immediate offer,Monitor only
4415-IJZTP,Month-to-month,1,74.5,894.0,0.8364177443232864,Critical,747.76,747.76,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
1465-VINDH,Month-to-month,10,102.1,1225.1999999999998,0.7084608035760434,High,868.01,868.01,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
5474-LAMUQ,One year,24,20.1,241.2,0.0071047112566197,Low,1.71,1.71,P4,Standard Value,No immediate offer,Monitor only
3468-DRVQJ,One year,10,70.3,843.5999999999999,0.1265775888323043,Low,106.78,106.78,P4,Medium Value,No immediate offer,Monitor only
1122-YJBCS,One year,69,53.65,643.8,0.0566966729455608,Low,36.5,36.5,P4,Medium Value,No immediate offer,Monitor only
4990-ALDGW,Two year,57,20.75,249.0,0.0094956688175587,Low,2.36,2.36,P4,Standard Value,No immediate offer,Monitor only
4816-OKWNX,One year,50,103.4,1240.8000000000002,0.2128929874273242,Low,264.16,264.16,P3,High Value,No immediate offer,Monitor only
3315-IKYZQ,One year,28,50.8,609.5999999999999,0.0308324110709471,Low,18.8,18.8,P4,Medium Value,No immediate offer,Monitor only
2810-FTLEM,Month-to-month,16,50.15,601.8,0.3629502448594781,Moderate,218.42,218.42,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4747-LCAQL,Month-to-month,25,79.0,948.0,0.0747281480443783,Low,70.84,70.84,P4,Medium Value,No immediate offer,Monitor only
3411-WLRSQ,Month-to-month,3,74.6,895.1999999999999,0.5486263858358199,High,491.13,491.13,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0898-XCGTF,One year,61,96.5,1158.0,0.1931333334041878,Low,223.65,223.65,P3,High Value,No immediate offer,Monitor only
8006-PYCSW,Month-to-month,2,20.1,241.2,0.1495024097802648,Low,36.06,36.06,P4,Standard Value,No immediate offer,Monitor only
8249-THVEC,One year,51,19.4,232.8,0.0179851059068752,Low,4.19,4.19,P4,Standard Value,No immediate offer,Monitor only
8722-PRFDV,Two year,71,77.55,930.6,0.0247703564233502,Low,23.05,23.05,P4,Medium Value,No immediate offer,Monitor only
2164-SOQXL,Month-to-month,20,20.05,240.6,0.0581770438206221,Low,14.0,14.0,P4,Standard Value,No immediate offer,Monitor only
4020-KIUDI,Month-to-month,6,19.85,238.2,0.111381781316108,Low,26.53,26.53,P4,Standard Value,No immediate offer,Monitor only
5850-BDWCY,Month-to-month,6,20.2,242.4,0.1239293729351548,Low,30.04,30.04,P4,Standard Value,No immediate offer,Monitor only
2038-YSEZE,Month-to-month,29,67.45,809.4000000000001,0.051531703812081,Low,41.71,41.71,P4,Medium Value,No immediate offer,Monitor only
0827-ITJPH,Two year,36,18.55,222.6,0.00453476692962,Low,1.01,1.01,P4,Standard Value,No immediate offer,Monitor only
8799-OXZMD,Month-to-month,28,29.75,357.0,0.2281260127038807,Low,81.44,81.44,P4,Standard Value,No immediate offer,Monitor only
1925-TIBLE,Month-to-month,7,86.5,1038.0,0.7840681925875806,Critical,813.86,813.86,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
1705-GUHPV,Two year,63,24.2,290.4,0.0026944209768547,Low,0.78,0.78,P4,Standard Value,No immediate offer,Monitor only
4779-ZGICK,Two year,48,23.55,282.6,0.006378151748655,Low,1.8,1.8,P4,Standard Value,No immediate offer,Monitor only
0048-PIHNL,One year,49,20.45,245.4,0.0456479381416247,Low,11.2,11.2,P4,Standard Value,No immediate offer,Monitor only
0818-OCPZO,Month-to-month,27,81.45,977.4,0.5602049911638013,High,547.54,547.54,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
3967-KXAPS,Two year,72,92.3,1107.6,0.0021849004873326,Low,2.42,2.42,P4,High Value,No immediate offer,Monitor only
1447-GIQMR,Month-to-month,1,69.15,829.8000000000001,0.8596963966675923,Critical,713.38,713.38,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
3704-IEAXF,Two year,72,53.65,643.8,0.0402094596556517,Low,25.89,25.89,P4,Medium Value,No immediate offer,Monitor only
6810-VCAEX,One year,47,39.65,475.7999999999999,0.0400187370046251,Low,19.04,19.04,P4,Standard Value,No immediate offer,Monitor only
0674-EYYZV,Month-to-month,1,54.65,655.8,0.5612499912940714,High,368.07,368.07,P3,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4480-MBMLB,One year,36,104.8,1257.6,0.1828934186187164,Low,230.01,230.01,P3,High Value,No immediate offer,Monitor only
1395-OFUWC,Month-to-month,43,29.3,351.6,0.283677333152261,Moderate,99.74,99.74,P4,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
0822-QGCXA,Month-to-month,27,83.85,1006.2,0.1655230768346071,Low,166.55,166.55,P3,High Value,No immediate offer,Monitor only
0872-NXJYS,Month-to-month,9,79.55,954.6,0.668362138476231,High,638.02,638.02,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2832-KJCRD,Month-to-month,38,103.65,1243.8000000000002,0.4918887203338994,Moderate,611.81,611.81,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3588-WSTTJ,Month-to-month,35,99.05,1188.6,0.4720791975138294,Moderate,561.11,561.11,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4075-WKNIU,Two year,0,73.35,880.1999999999999,0.1029649457503664,Low,90.63,90.63,P4,Medium Value,No immediate offer,Monitor only
5090-EMGTC,Two year,59,100.05,1200.6,0.0395099291152707,Low,47.44,47.44,P4,High Value,No immediate offer,Monitor only
2346-CZYIL,Two year,27,20.35,244.2,0.0031960314923448,Low,0.78,0.78,P4,Standard Value,No immediate offer,Monitor only
3798-EPWRR,Month-to-month,2,43.95,527.4000000000001,0.4630441167783304,Moderate,244.21,244.21,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
6258-NGCNG,Month-to-month,7,23.5,282.0,0.1861846447518118,Low,52.5,52.5,P4,Standard Value,No immediate offer,Monitor only
4186-ZBUEW,One year,36,70.7,848.4000000000001,0.1449142096888653,Low,122.95,122.95,P4,Medium Value,No immediate offer,Monitor only
5274-XHAKY,Month-to-month,41,94.3,1131.6,0.2708668648885761,Moderate,306.51,306.51,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1442-BQPVU,Month-to-month,13,29.15,349.79999999999995,0.2938579105077092,Moderate,102.79,102.79,P4,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3978-YNKDD,Two year,19,20.85,250.2,0.015577388318039,Low,3.9,3.9,P4,Standard Value,No immediate offer,Monitor only
4940-KHCWD,Two year,60,37.7,452.4,0.0057523202636179,Low,2.6,2.6,P4,Standard Value,No immediate offer,Monitor only
9412-ARGBX,Two year,48,95.5,1146.0,0.0503024675185806,Low,57.65,57.65,P4,High Value,No immediate offer,Monitor only
1389-CXMLU,Month-to-month,3,91.05,1092.6,0.8206369182305657,Critical,896.63,896.63,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
9589-ABEPT,Two year,69,92.45,1109.4,0.026364452942102,Low,29.25,29.25,P4,High Value,No immediate offer,Monitor only
9388-ZEYVT,One year,43,44.15,529.8,0.0620330326793857,Low,32.87,32.87,P4,Standard Value,No immediate offer,Monitor only
0305-SQECB,One year,11,36.05,432.6,0.0502618727681321,Low,21.74,21.74,P4,Standard Value,No immediate offer,Monitor only
7605-SNLQG,Month-to-month,45,50.25,603.0,0.098270957911826,Low,59.26,59.26,P4,Medium Value,No immediate offer,Monitor only
4670-TABXH,Two year,72,109.75,1317.0,0.08616701489799,Low,113.48,113.48,P4,High Value,No immediate offer,Monitor only
5561-NWEVX,Month-to-month,2,79.2,950.4,0.7740583715558635,Critical,735.67,735.67,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
0064-SUDOG,Two year,12,20.3,243.6,0.0103144400584026,Low,2.51,2.51,P4,Standard Value,No immediate offer,Monitor only
8561-NMTBD,One year,67,112.35,1348.1999999999998,0.1148957364098267,Low,154.9,154.9,P3,High Value,No immediate offer,Monitor only
5161-XEUVX,Two year,37,94.3,1131.6,0.0547045475200831,Low,61.9,61.9,P4,High Value,No immediate offer,Monitor only
8292-FRFZQ,One year,39,41.15,493.7999999999999,0.0284394821839324,Low,14.04,14.04,P4,Standard Value,No immediate offer,Monitor only
8591-NXRCV,Month-to-month,41,74.65,895.8000000000001,0.1013240214623437,Low,90.77,90.77,P4,Medium Value,No immediate offer,Monitor only
7895-VONWT,Month-to-month,25,48.25,579.0,0.2391265194734622,Low,138.45,138.45,P4,Standard Value,No immediate offer,Monitor only
4526-RMTLL,Two year,8,76.15,913.8,0.0324056645747208,Low,29.61,29.61,P4,Medium Value,No immediate offer,Monitor only
6253-GNHWH,Two year,71,71.1,853.1999999999999,0.0162336710610519,Low,13.85,13.85,P4,Medium Value,No immediate offer,Monitor only
4566-NECEV,Month-to-month,5,96.55,1158.6,0.6329669545544214,High,733.36,733.36,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8080-POTJR,One year,30,79.3,951.6,0.0641838310791876,Low,61.08,61.08,P4,Medium Value,No immediate offer,Monitor only
6906-MPARY,One year,40,89.6,1075.1999999999998,0.114356273339895,Low,122.96,122.96,P4,High Value,No immediate offer,Monitor only
3662-FXJFO,Two year,54,20.5,246.0,0.0127968212383861,Low,3.15,3.15,P4,Standard Value,No immediate offer,Monitor only
8107-RZLNV,Two year,72,106.3,1275.6,0.1475122101275085,Low,188.17,188.17,P3,High Value,No immediate offer,Monitor only
0516-OOHAR,One year,28,100.35,1204.1999999999998,0.220294445973823,Low,265.28,265.28,P3,High Value,No immediate offer,Monitor only
2027-CWDNU,Month-to-month,18,85.6,1027.1999999999998,0.3935344844224361,Moderate,404.24,404.24,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2737-WFVYW,Month-to-month,2,45.25,543.0,0.7247999275248351,High,393.57,393.57,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
9912-OMZDS,One year,59,106.15,1273.8000000000002,0.1889008424608426,Low,240.62,240.62,P3,High Value,No immediate offer,Monitor only
3733-ZEECP,Month-to-month,22,51.1,613.2,0.2200425435009502,Low,134.93,134.93,P4,Medium Value,No immediate offer,Monitor only
7878-RTCZG,Month-to-month,1,19.9,238.8,0.3638387257714182,Moderate,86.88,86.88,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
2452-MRMZF,Two year,72,25.7,308.4,0.0071543613583747,Low,2.21,2.21,P4,Standard Value,No immediate offer,Monitor only
2272-QAGFO,Month-to-month,14,74.3,891.5999999999999,0.6503335644337863,High,579.84,579.84,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
7103-IPXPJ,One year,50,99.4,1192.8000000000002,0.1877319271406519,Low,223.93,223.93,P3,High Value,No immediate offer,Monitor only
4342-HFXWS,One year,48,69.7,836.4000000000001,0.0394765762885513,Low,33.02,33.02,P4,Medium Value,No immediate offer,Monitor only
3545-CNWRG,Month-to-month,49,98.35,1180.1999999999998,0.3951022115909474,Moderate,466.3,466.3,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1785-BPHTP,Month-to-month,28,85.45,1025.4,0.3461949814673833,Moderate,354.99,354.99,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4989-LIXVT,Month-to-month,68,95.9,1150.8000000000002,0.2725418102708096,Moderate,313.64,313.64,P3,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7315-WYOAW,Month-to-month,13,100.75,1209.0,0.526904946405477,High,637.03,637.03,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1173-XZPYF,Month-to-month,11,89.2,1070.4,0.6499666391656885,High,695.72,695.72,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
9850-OWRHQ,Month-to-month,3,74.1,889.1999999999999,0.7108862953166928,High,632.12,632.12,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
3768-NLUBH,Month-to-month,57,100.6,1207.1999999999998,0.5954675117767785,High,718.85,718.85,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
8676-TRMJS,Month-to-month,3,75.0,900.0,0.6420759799018017,High,577.87,577.87,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
2509-TFPJU,Two year,72,25.75,309.0,0.0037761022725889,Low,1.17,1.17,P4,Standard Value,No immediate offer,Monitor only
9530-GRMJG,Two year,70,84.1,1009.2,0.0153104064612826,Low,15.45,15.45,P4,High Value,No immediate offer,Monitor only
6898-RBTLU,Two year,49,79.3,951.6,0.0224303836683124,Low,21.34,21.34,P4,Medium Value,No immediate offer,Monitor only
5481-NTDOH,One year,67,107.05,1284.6,0.1430809224318765,Low,183.8,183.8,P3,High Value,No immediate offer,Monitor only
2068-WWXQZ,Two year,46,20.05,240.6,0.0019016898145223,Low,0.46,0.46,P4,Standard Value,No immediate offer,Monitor only
7359-SSBJK,Two year,64,70.2,842.4000000000001,0.2341555827196527,Low,197.25,197.25,P3,Medium Value,No immediate offer,Monitor only
2061-VVFST,Month-to-month,37,19.5,234.0,0.1388875940100304,Low,32.5,32.5,P4,Standard Value,No immediate offer,Monitor only
0685-MLYYM,Month-to-month,2,70.75,849.0,0.614273272539267,High,521.52,521.52,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
0749-IRGQE,Month-to-month,13,45.3,543.5999999999999,0.5221481435381634,High,283.84,283.84,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
2380-DAMQP,Two year,72,115.15,1381.8000000000002,0.0092917301119702,Low,12.84,12.84,P4,High Value,No immediate offer,Monitor only
2256-YLYLP,Two year,68,72.95,875.4000000000001,0.0330540408537594,Low,28.94,28.94,P4,Medium Value,No immediate offer,Monitor only
1272-ILHFG,One year,15,19.65,235.8,0.0119925021490315,Low,2.83,2.83,P4,Standard Value,No immediate offer,Monitor only
0164-XAIRP,Two year,24,19.55,234.6,0.0072121714013245,Low,1.69,1.69,P4,Standard Value,No immediate offer,Monitor only
5666-CYCYZ,Month-to-month,24,89.55,1074.6,0.4697396053942917,Moderate,504.78,504.78,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
4011-ARPHK,Month-to-month,27,50.35,604.2,0.0794169569147836,Low,47.98,47.98,P4,Medium Value,No immediate offer,Monitor only
8182-PNAGI,Month-to-month,12,50.25,603.0,0.2455192030175226,Low,148.05,148.05,P4,Medium Value,No immediate offer,Monitor only
6365-HITVU,Two year,71,87.25,1047.0,0.0002373429857096,Low,0.25,0.25,P4,High Value,No immediate offer,Monitor only
7558-IMLMT,Two year,67,20.8,249.6,0.0064341098586409,Low,1.61,1.61,P4,Standard Value,No immediate offer,Monitor only
9488-FYQAU,Two year,63,109.25,1311.0,0.1484556965846226,Low,194.63,194.63,P3,High Value,No immediate offer,Monitor only
3590-TCXTB,Month-to-month,1,20.35,244.2,0.2631042285183911,Moderate,64.25,64.25,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
6994-KERXL,Month-to-month,4,55.9,670.8,0.3737083441046049,Moderate,250.68,250.68,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
7957-RYHQD,Month-to-month,40,79.2,950.4,0.3386979378922714,Moderate,321.9,321.9,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
2180-DXNEG,Month-to-month,12,96.0,1152.0,0.7191779723459071,High,828.49,828.49,P1,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1960-UOTYM,Two year,52,79.2,950.4,0.0395944028769262,Low,37.63,37.63,P4,Medium Value,No immediate offer,Monitor only
2740-JFBOK,Month-to-month,10,24.0,288.0,0.1583342112797092,Low,45.6,45.6,P4,Standard Value,No immediate offer,Monitor only
6500-JVEGC,One year,68,101.35,1216.1999999999998,0.11013421755751,Low,133.95,133.95,P4,High Value,No immediate offer,Monitor only
5515-AKOAJ,Month-to-month,54,100.1,1201.1999999999998,0.4881309489804261,Moderate,586.34,586.34,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8976-OQHGT,Month-to-month,4,56.5,678.0,0.3262866255192205,Moderate,221.22,221.22,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
5245-VDBUR,One year,52,35.45,425.4,0.0385430799907455,Low,16.4,16.4,P4,Standard Value,No immediate offer,Monitor only
6230-BSUXY,Month-to-month,1,85.0,1020.0,0.8017473471014721,Critical,817.78,817.78,P1,High Value,Contract conversion incentive,Immediate retention outreach with contract conversion incentive
8469-SNFFH,One year,70,79.4,952.8,0.0855872725596363,Low,81.55,81.55,P4,Medium Value,No immediate offer,Monitor only
2144-ESWKO,One year,43,35.2,422.4,0.0613852523636592,Low,25.93,25.93,P4,Standard Value,No immediate offer,Monitor only
1241-FPMOF,Two year,52,19.65,235.8,0.0286587118568239,Low,6.76,6.76,P4,Standard Value,No immediate offer,Monitor only
9928-BZVLZ,Two year,12,49.85,598.2,0.0372734492674031,Low,22.3,22.3,P4,Standard Value,No immediate offer,Monitor only
4114-QMKVN,One year,56,68.75,825.0,0.0524192276769319,Low,43.25,43.25,P4,Medium Value,No immediate offer,Monitor only
2775-SEFEE,Two year,0,61.9,742.8,0.0635412342012895,Low,47.2,47.2,P4,Medium Value,No immediate offer,Monitor only
9003-CPATH,Month-to-month,42,79.9,958.8,0.3505075972887294,Moderate,336.07,336.07,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1754-GKYPY,Month-to-month,22,89.75,1077.0,0.4508832808706075,Moderate,485.6,485.6,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
5294-CDGWY,One year,51,59.3,711.5999999999999,0.2711787945925483,Moderate,192.97,192.97,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7956-XQWGU,Month-to-month,27,19.4,232.8,0.0706867108661543,Low,16.46,16.46,P4,Standard Value,No immediate offer,Monitor only
1591-MQJTP,One year,51,93.65,1123.8000000000002,0.1330359632563178,Low,149.51,149.51,P4,High Value,No immediate offer,Monitor only
5295-PCJOO,Month-to-month,4,49.4,592.8,0.5145351148242205,High,305.02,305.02,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
2369-FEVNO,Month-to-month,1,19.9,238.8,0.4468811088985718,Moderate,106.72,106.72,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
9863-JZAIC,Month-to-month,35,55.0,660.0,0.2343793786753045,Low,154.69,154.69,P3,Medium Value,No immediate offer,Monitor only
7471-MQPOS,One year,71,72.9,874.8000000000001,0.1819566302011375,Low,159.18,159.18,P3,Medium Value,No immediate offer,Monitor only
7660-HDPJV,Month-to-month,1,69.2,830.4000000000001,0.8821924215402845,Critical,732.57,732.57,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
5115-SQAAU,Two year,69,25.6,307.20000000000005,0.0019819577276609,Low,0.61,0.61,P4,Standard Value,No immediate offer,Monitor only
9845-QOMAD,One year,14,19.75,237.0,0.0250232831174615,Low,5.93,5.93,P4,Standard Value,No immediate offer,Monitor only
7672-VFMXZ,Month-to-month,57,55.7,668.4000000000001,0.1040882097651897,Low,69.57,69.57,P4,Medium Value,No immediate offer,Monitor only
9739-JLPQJ,Two year,72,117.5,1410.0,0.0315193945276578,Low,44.44,44.44,P4,High Value,No immediate offer,Monitor only
9916-AYHTC,Two year,48,19.85,238.2,0.0024768372105351,Low,0.59,0.59,P4,Standard Value,No immediate offer,Monitor only
3855-ONCAR,Month-to-month,4,78.9,946.8,0.5921205520397363,High,560.62,560.62,P2,Medium Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
1488-SYSFC,Month-to-month,31,20.65,247.8,0.0536995739241339,Low,13.31,13.31,P4,Standard Value,No immediate offer,Monitor only
7931-PXHFC,One year,38,62.3,747.5999999999999,0.2592523026410276,Moderate,193.82,193.82,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
3990-QYKBE,Month-to-month,37,92.5,1110.0,0.5218821960862144,High,579.29,579.29,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
0970-QXPXW,Month-to-month,1,19.65,235.8,0.3290925245507781,Moderate,77.6,77.6,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
3259-KNMRR,Two year,57,79.75,957.0,0.1186711530585947,Low,113.57,113.57,P4,Medium Value,No immediate offer,Monitor only
6120-RJKLU,Two year,62,79.95,959.4,0.081064513706629,Low,77.77,77.77,P4,Medium Value,No immediate offer,Monitor only
9572-WUKSB,Month-to-month,3,29.9,358.79999999999995,0.4229402505755518,Moderate,151.75,151.75,P3,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
5893-KCLGT,Two year,72,19.75,237.0,0.0290607896396764,Low,6.89,6.89,P4,Standard Value,No immediate offer,Monitor only
0076-LVEPS,Month-to-month,29,45.0,540.0,0.1270655097684056,Low,68.62,68.62,P4,Standard Value,No immediate offer,Monitor only
3640-JQGJG,Month-to-month,13,44.8,537.5999999999999,0.1767188933450754,Low,95.0,95.0,P4,Standard Value,No immediate offer,Monitor only
4919-MOAVT,Month-to-month,3,69.65,835.8000000000001,0.5861200331741703,High,489.88,489.88,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
1596-OQSPS,Month-to-month,11,51.1,613.2,0.2152011245717092,Low,131.96,131.96,P4,Medium Value,No immediate offer,Monitor only
9867-XOBQA,Two year,21,53.15,637.8,0.0297358721817937,Low,18.97,18.97,P4,Medium Value,No immediate offer,Monitor only
9546-KDTRB,Month-to-month,19,24.7,296.4,0.1119783296720195,Low,33.19,33.19,P4,Standard Value,No immediate offer,Monitor only
3090-HAWSU,Two year,61,111.6,1339.1999999999998,0.3407894775951462,Moderate,456.39,456.39,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
9820-RMCQV,Month-to-month,11,48.55,582.5999999999999,0.24621054694146,Low,143.44,143.44,P4,Standard Value,No immediate offer,Monitor only
3174-RKMOW,Month-to-month,35,109.95,1319.4,0.3770813020074913,Moderate,497.52,497.52,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
1760-CAZHT,Month-to-month,25,20.8,249.6,0.0322279029032397,Low,8.04,8.04,P4,Standard Value,No immediate offer,Monitor only
7839-QRKXN,Month-to-month,1,20.2,242.4,0.4787628717941318,Moderate,116.05,116.05,P4,Standard Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8441-SHIPE,Two year,67,25.6,307.20000000000005,0.0037893315340465,Low,1.16,1.16,P4,Standard Value,No immediate offer,Monitor only
5204-QZXPU,Month-to-month,19,39.65,475.7999999999999,0.5175033564087718,High,246.23,246.23,P3,Standard Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
4597-ELFTS,One year,56,24.9,298.79999999999995,0.167399956099749,Low,50.02,50.02,P4,Standard Value,No immediate offer,Monitor only
1320-GVNHT,Two year,72,108.4,1300.8000000000002,0.0626043534653865,Low,81.44,81.44,P4,High Value,No immediate offer,Monitor only
1047-RNXZV,Two year,43,19.55,234.6,0.0029455256788956,Low,0.69,0.69,P4,Standard Value,No immediate offer,Monitor only
3541-ZNUHK,Month-to-month,55,85.1,1021.2,0.1675150523077835,Low,171.07,171.07,P3,High Value,No immediate offer,Monitor only
8450-JOVAH,Month-to-month,2,56.7,680.4000000000001,0.30674030409465,Moderate,208.71,208.71,P3,Medium Value,Customer education / support touchpoint,Send onboarding reinforcement and support check-in
8725-JEDFD,Month-to-month,27,69.05,828.5999999999999,0.3226716124623304,Moderate,267.37,267.37,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
7562-UXTPG,Month-to-month,13,70.15,841.8000000000001,0.441216136786925,Moderate,371.42,371.42,P3,Medium Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8071-SBTRN,Two year,70,111.15,1333.8000000000002,0.0849484792007636,Low,113.3,113.3,P4,High Value,No immediate offer,Monitor only
1113-IUJYX,One year,14,105.95,1271.4,0.5321460830779683,High,676.57,676.57,P2,High Value,Discount / pricing support,Proactive outreach with pricing/value reinforcement
6668-CNMFP,One year,19,89.35,1072.1999999999998,0.1443013776149584,Low,154.72,154.72,P3,High Value,No immediate offer,Monitor only
5626-MGTUK,Month-to-month,20,89.1,1069.1999999999998,0.416794867833121,Moderate,445.64,445.64,P2,High Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
5681-LLOEI,One year,43,91.25,1095.0,0.0746756489156106,Low,81.77,81.77,P4,High Value,No immediate offer,Monitor only
8212-DJRCH,Month-to-month,5,90.35,1084.1999999999998,0.5678721733168963,High,615.69,615.69,P2,High Value,Discount / pricing support,Offer discount or bundle upgrade to reduce churn risk
4323-OHFOW,One year,70,105.55,1266.6,0.1638007522337226,Low,207.47,207.47,P3,High Value,No immediate offer,Monitor only
4933-BSAIP,Two year,40,19.1,229.2,0.0028847119176522,Low,0.66,0.66,P4,Standard Value,No immediate offer,Monitor only
2030-BTZRO,Two year,6,20.4,244.8,0.019697498354511,Low,4.82,4.82,P4,Standard Value,No immediate offer,Monitor only
1116-DXXDF,Two year,39,100.45,1205.4,0.1335970275357484,Low,161.04,161.04,P3,High Value,No immediate offer,Monitor only
9274-CNFMO,Month-to-month,4,74.95,899.4000000000001,0.6947357628155901,High,624.85,624.85,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
7758-XKCBS,Month-to-month,15,29.7,356.4,0.443776753166067,Moderate,158.16,158.16,P3,Standard Value,Customer education / support touchpoint,Monitor and enroll in nurture retention journey
8992-JQYUN,Month-to-month,1,50.35,604.2,0.7816507245913721,Critical,472.27,472.27,P2,Medium Value,Contract conversion incentive,High-touch onboarding recovery and service review
6563-VNPMN,Month-to-month,45,85.7,1028.4,0.196894689961585,Low,202.49,202.49,P3,High Value,No immediate offer,Monitor only
0617-AQNWT,Two year,64,47.85,574.2,0.2409558948925002,Low,138.36,138.36,P4,Standard Value,No immediate offer,Monitor only
2267-WTPYD,Month-to-month,57,94.0,1128.0,0.1875319448488906,Low,211.54,211.54,P3,High Value,No immediate offer,Monitor only
0270-THENM,Two year,72,69.85,838.1999999999999,0.015850053546279,Low,13.29,13.29,P4,Medium Value,No immediate offer,Monitor only
2446-PLQVO,Month-to-month,1,70.3,843.5999999999999,0.7339156609577929,High,619.13,619.13,P2,Medium Value,No immediate offer,Offer discount or bundle upgrade to reduce churn risk
