gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_flag,OnlineSecurity_flag,OnlineBackup_flag,DeviceProtection_flag,TechSupport_flag,StreamingTV_flag,StreamingMovies_flag,service_count,has_fiber,is_month_to_month,is_senior,avg_revenue_per_month,estimated_annual_revenue,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_band_13-24 Months,tenure_band_25-48 Months,tenure_band_49+ Months,monthly_charge_band_Low,monthly_charge_band_Medium,monthly_charge_band_Very High,contract_risk_band_Low Risk,contract_risk_band_Moderate Risk,target_churn
1,1,1,0,29,1,1,0,0,0,0,0,1,1,84.3,2357.75,1,0,0,0,0,0,1,2,1,1,1,81.30172413793103,1011.5999999999999,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1,0,0,0,2,1,0,1,1,0,0,1,1,0,100.2,198.5,0,1,1,0,0,1,1,4,1,1,0,99.25,1202.4,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,29,1,0,0,0,0,0,0,0,0,19.4,554.25,0,0,0,0,0,0,0,0,0,0,0,19.112068965517242,232.79999999999998,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,0,0,1,1,1,0,0,0,0,0,1,1,1,90.85,90.85,0,0,0,0,0,1,1,2,1,1,0,90.85,1090.1999999999998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,69.4,69.4,0,0,0,0,0,0,0,0,1,1,0,69.4,832.8000000000001,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,1,0,0,8,1,0,0,0,1,0,1,1,1,94.45,742.95,0,0,0,1,0,1,1,3,1,1,1,92.86875,1133.4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,0,0,13,1,0,0,0,0,0,0,0,1,20.4,251.65,0,0,0,0,0,0,0,0,0,1,0,19.357692307692307,244.79999999999998,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,0,1,0,59,1,1,1,1,0,0,1,0,1,94.75,5597.65,1,1,1,0,0,1,0,4,1,1,0,94.87542372881356,1137.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,1,1,1,1,0,0,0,0,0,0,0,1,20.15,20.15,0,0,0,0,0,0,0,0,0,1,0,20.15,241.79999999999998,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0,50,1,1,0,0,0,0,1,1,1,95.7,4816.7,1,0,0,0,0,1,1,3,1,1,1,96.334,1148.4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,1,0,18,1,0,0,0,0,0,0,0,1,44.35,768.05,0,0,0,0,0,0,0,0,0,1,0,42.669444444444444,532.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,17,1,0,1,1,0,0,1,1,0,74.55,1215.8,0,1,1,0,0,1,1,4,0,1,0,71.51764705882353,894.5999999999999,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,0,47,1,0,0,1,1,0,1,1,0,73.6,3522.65,0,0,1,1,0,1,1,4,0,0,0,74.95,883.1999999999999,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
0,0,0,0,26,1,1,0,0,0,0,0,0,1,74.95,1834.95,1,0,0,0,0,0,0,1,1,1,0,70.575,899.4000000000001,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,6,0,0,0,0,1,0,1,1,1,47.95,305.1,0,0,0,1,0,1,1,3,0,1,0,50.85,575.4000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,0,1,1,19,1,1,0,0,0,0,0,0,0,50.1,910.45,1,0,0,0,0,0,0,1,0,1,0,47.91842105263158,601.2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,0,0,3,1,1,0,0,0,1,1,0,1,63.6,155.65,1,0,0,0,1,1,0,3,0,1,0,51.88333333333333,763.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,1,1,1,68,0,0,0,1,1,0,1,1,1,53.0,3656.25,0,0,1,1,0,1,1,4,0,0,1,53.768382352941174,636.0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
0,0,1,0,2,1,0,0,0,0,0,0,0,0,19.85,52.0,0,0,0,0,0,0,0,0,0,1,0,26.0,238.20000000000002,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,0,0,7,0,0,0,0,0,0,0,0,1,24.35,150.85,0,0,0,0,0,0,0,0,0,0,0,21.55,292.20000000000005,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,0,0,0,18,1,0,0,0,0,0,0,0,1,19.55,389.25,0,0,0,0,0,0,0,0,0,1,0,21.625,234.60000000000002,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
0,0,1,0,71,1,1,0,0,0,0,0,0,0,25.05,1873.7,1,0,0,0,0,0,0,1,0,0,0,26.390140845070423,300.6,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,1,1,0,13,1,1,1,1,0,0,0,1,0,93.8,1261.0,1,1,1,0,0,0,1,4,1,1,1,97.0,1125.6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,3,0,0,0,1,0,1,0,0,1,36.85,108.7,0,0,1,0,1,0,0,2,0,1,0,36.233333333333334,442.20000000000005,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,0,72,1,1,0,1,1,0,1,1,1,103.75,7346.2,1,0,1,1,0,1,1,5,1,0,0,102.03055555555555,1245.0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
1,0,1,1,66,0,0,0,1,1,0,1,1,1,56.75,3708.4,0,0,1,1,0,1,1,4,0,0,0,56.18787878787879,681.0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1,0,1,1,24,1,0,0,0,0,0,0,0,1,20.8,469.65,0,0,0,0,0,0,0,0,0,0,0,19.568749999999998,249.60000000000002,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,44.1,44.1,0,0,0,0,0,0,0,0,0,1,0,44.1,529.2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
0,0,1,1,56,1,1,0,0,0,0,0,0,1,24.45,1385.85,1,0,0,0,0,0,0,1,0,0,0,24.74732142857143,293.4,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,1,1,0,22,1,1,0,0,0,0,0,0,0,25.6,548.8,1,0,0,0,0,0,0,1,0,0,1,24.94545454545454,307.20000000000005,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,0,0,0,14,0,0,0,0,1,0,1,1,1,50.75,712.75,0,0,0,1,0,1,1,3,0,1,0,50.910714285714285,609.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,1,1,0,61,1,1,0,1,1,0,1,1,1,104.4,6405.0,1,0,1,1,0,1,1,5,1,0,1,105.0,1252.8000000000002,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1
0,1,1,0,40,0,0,0,1,0,0,1,0,1,39.3,1637.4,0,0,1,0,0,1,0,2,0,1,1,40.935,471.59999999999997,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,0,0,0,42,1,0,1,1,1,0,0,0,0,59.65,2536.55,0,1,1,1,0,0,0,3,0,1,0,60.394047619047626,715.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,1,72,1,1,1,0,1,1,1,1,1,83.3,6042.7,1,1,0,1,1,1,1,6,0,0,0,83.92638888888888,999.5999999999999,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,0,12,1,1,0,0,0,1,0,0,1,79.55,958.25,1,0,0,0,1,0,0,2,1,1,0,79.85416666666667,954.5999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,71,1,1,0,0,0,0,0,0,0,24.45,1730.65,1,0,0,0,0,0,0,1,0,0,0,24.375352112676058,293.4,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,1,0,26,1,0,0,0,0,0,0,0,0,19.2,459.6,0,0,0,0,0,0,0,0,0,0,0,17.676923076923078,230.39999999999998,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
0,0,0,1,7,0,0,1,0,0,0,0,0,0,29.8,201.95,0,1,0,0,0,0,0,1,0,1,0,28.849999999999998,357.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,0,1,1,6,1,0,0,0,0,0,0,0,0,45.5,285.2,0,0,0,0,0,0,0,0,0,1,0,47.53333333333333,546.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0,0,58,1,0,1,1,1,0,1,1,1,106.45,6145.85,0,1,1,1,0,1,1,5,1,0,0,105.96293103448276,1277.4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1
1,0,1,0,51,0,0,0,1,0,0,0,0,1,30.05,1529.45,0,0,1,0,0,0,0,1,0,1,0,29.98921568627451,360.6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1,0,1,1,72,0,0,1,1,1,1,1,1,1,65.65,4664.5,0,1,1,1,1,1,1,6,0,0,0,64.78472222222223,787.8000000000001,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
0,0,0,0,18,1,0,1,0,0,0,1,1,1,96.05,1740.7,0,1,0,0,0,1,1,3,1,1,0,96.70555555555556,1152.6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,0,0,0,7,1,1,0,0,0,0,0,0,1,75.1,552.95,1,0,0,0,0,0,0,1,1,1,0,78.99285714285715,901.1999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,47,1,1,1,1,0,1,0,1,0,74.05,3496.3,1,1,1,0,1,0,1,5,0,0,0,74.38936170212766,888.5999999999999,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,2,1,0,0,0,0,0,0,0,1,44.7,93.7,0,0,0,0,0,0,0,0,0,1,1,46.85,536.4000000000001,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1,0,0,62,1,1,0,1,1,1,1,1,1,110.75,7053.35,1,0,1,1,1,1,1,6,1,0,1,113.76370967741936,1329.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,1,1,16,1,0,0,0,0,0,0,0,0,19.7,301.55,0,0,0,0,0,0,0,0,0,0,0,18.846875,236.39999999999998,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,6,1,0,0,0,0,1,0,0,1,49.5,312.7,0,0,0,0,1,0,0,1,0,1,0,52.11666666666667,594.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,19,1,0,0,0,1,1,0,0,1,55.0,1046.5,0,0,0,1,1,0,0,2,0,1,0,55.078947368421055,660.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
0,0,1,1,69,0,0,1,0,1,0,0,1,1,43.95,2960.1,0,1,0,1,0,0,1,3,0,0,0,42.9,527.4000000000001,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1,0,1,1,11,1,1,0,0,0,0,0,0,1,74.35,834.2,1,0,0,0,0,0,0,1,1,1,0,75.83636363636364,892.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,1,0,64,1,1,0,1,1,1,1,1,1,111.15,6953.4,1,0,1,1,1,1,1,6,1,1,0,108.646875,1333.8000000000002,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,0,1,0,39,1,0,1,0,1,1,1,1,1,104.7,4134.85,0,1,0,1,1,1,1,5,1,0,0,106.02179487179488,1256.4,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
0,0,0,0,15,1,1,1,0,0,0,0,0,1,55.7,899.8,1,1,0,0,0,0,0,2,0,1,0,59.986666666666665,668.4000000000001,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1,0,0,0,25,1,0,0,0,0,0,0,0,0,20.6,541.5,0,0,0,0,0,0,0,0,0,1,0,21.66,247.20000000000002,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,6,1,0,0,0,0,0,0,0,0,19.65,116.85,0,0,0,0,0,0,0,0,0,0,0,19.474999999999998,235.79999999999998,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,66,1,1,1,1,1,1,1,1,0,115.8,7942.15,1,1,1,1,1,1,1,7,1,0,0,120.33560606060605,1389.6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
0,0,0,0,61,1,1,0,1,1,1,1,1,0,88.65,5321.25,1,0,1,1,1,1,1,6,0,0,0,87.23360655737704,1063.8000000000002,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
0,1,1,0,43,1,1,1,1,0,0,1,0,1,94.5,4156.8,1,1,1,0,0,1,0,4,1,1,1,96.66976744186047,1134.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,0,0,12,1,0,0,0,0,0,0,0,0,20.1,223.6,0,0,0,0,0,0,0,0,0,1,0,18.633333333333333,241.20000000000002,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
1,1,0,0,23,0,0,0,0,0,0,0,1,1,34.65,768.45,0,0,0,0,0,0,1,1,0,1,1,33.410869565217396,415.79999999999995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,1,1,0,71,0,0,0,1,1,0,1,1,1,52.3,3765.05,0,0,1,1,0,1,1,4,0,1,1,53.02887323943662,627.5999999999999,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,34,1,1,0,0,0,1,1,0,0,65.0,2157.5,1,0,0,0,1,1,0,3,0,1,0,63.455882352941174,780.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,5,1,0,0,0,0,0,0,0,0,19.85,108.05,0,0,0,0,0,0,0,0,0,1,0,21.61,238.20000000000002,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,0,1,0,41,0,0,0,1,0,1,0,0,0,35.45,1391.65,0,0,1,0,1,0,0,2,0,0,0,33.94268292682927,425.40000000000003,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
0,0,1,1,72,1,0,0,0,0,0,0,0,0,19.7,1379.8,0,0,0,0,0,0,0,0,0,0,0,19.163888888888888,236.39999999999998,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
1,1,0,0,14,1,1,0,0,0,0,1,1,1,95.6,1273.3,1,0,0,0,0,1,1,3,1,1,1,90.95,1147.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,41,1,0,0,0,0,0,0,0,1,19.85,810.45,0,0,0,0,0,0,0,0,0,0,0,19.76707317073171,238.20000000000002,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,1,23,1,1,1,0,0,0,0,0,0,81.85,1810.85,1,1,0,0,0,0,0,2,1,0,0,78.73260869565217,982.1999999999999,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
1,0,1,1,71,1,0,1,1,1,1,1,1,0,109.3,7782.85,0,1,1,1,1,1,1,6,1,0,0,109.61760563380282,1311.6,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,70.3,70.3,0,0,0,0,0,0,0,0,1,1,0,70.3,843.5999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,0,72,1,1,0,0,0,0,0,0,0,25.4,1797.1,1,0,0,0,0,0,0,1,0,0,0,24.959722222222222,304.79999999999995,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0
1,0,1,1,6,1,0,0,0,0,0,0,0,1,69.8,377.85,0,0,0,0,0,0,0,0,1,1,0,62.975,837.5999999999999,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,1,1,23,1,0,0,0,0,0,0,0,1,20.0,445.3,0,0,0,0,0,0,0,0,0,0,0,19.360869565217392,240.0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0
1,1,1,0,10,1,1,0,0,0,0,0,1,0,85.55,851.75,1,0,0,0,0,0,1,2,1,1,1,85.175,1026.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,0,0,0,72,1,0,1,1,1,1,1,1,1,109.9,7624.2,0,1,1,1,1,1,1,6,1,0,0,105.89166666666667,1318.8000000000002,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
0,0,1,0,7,1,0,1,0,0,0,0,0,1,50.3,355.1,0,1,0,0,0,0,0,1,0,1,0,50.728571428571435,603.5999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,6,1,0,0,0,1,0,1,1,0,94.5,575.45,0,0,0,1,0,1,1,3,1,1,0,95.90833333333335,1134.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,1,1,9,1,0,0,1,0,1,1,1,1,101.5,906.85,0,0,1,0,1,1,1,4,1,1,0,100.76111111111112,1218.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,12,1,1,0,1,0,0,0,1,1,89.15,1057.55,1,0,1,0,0,0,1,3,1,1,0,88.12916666666666,1069.8000000000002,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.4,19.4,0,0,0,0,0,0,0,0,0,1,0,19.4,232.79999999999998,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,1,1,48,0,0,0,1,0,0,0,0,0,29.9,1388.75,0,0,1,0,0,0,0,1,0,0,1,28.932291666666668,358.79999999999995,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,20,1,0,0,0,0,0,1,0,0,78.8,1641.3,0,0,0,0,0,1,0,1,1,1,0,82.065,945.5999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1,1,0,16,1,1,0,0,0,0,0,1,1,85.35,1375.15,1,0,0,0,0,0,1,2,1,1,1,85.946875,1024.1999999999998,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,0,0,0,2,1,0,0,0,0,0,1,0,1,79.65,152.7,0,0,0,0,0,1,0,1,1,1,0,76.35,955.8000000000001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,10,1,0,0,0,0,0,0,0,1,19.3,185.2,0,0,0,0,0,0,0,0,0,0,0,18.52,231.60000000000002,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
0,1,0,0,2,1,0,0,0,0,0,0,1,1,79.6,195.05,0,0,0,0,0,0,1,1,1,1,1,97.525,955.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,1,1,20,1,1,0,1,0,1,1,0,0,96.8,1826.7,1,0,1,0,1,1,0,4,1,1,0,91.33500000000001,1161.6,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,0,20,1,0,0,0,0,0,0,0,0,20.65,417.5,0,0,0,0,0,0,0,0,0,0,0,20.875,247.79999999999998,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
1,0,1,1,19,1,0,0,0,0,0,0,0,0,19.8,344.5,0,0,0,0,0,0,0,0,0,0,0,18.13157894736842,237.60000000000002,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0
1,1,0,0,19,1,1,1,0,0,0,1,0,1,90.6,1660.0,1,1,0,0,0,1,0,3,1,1,1,87.36842105263158,1087.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,1,0,22,1,0,1,1,0,1,1,1,1,104.6,2180.55,0,1,1,0,1,1,1,5,1,1,0,99.1159090909091,1255.1999999999998,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,0,35,1,1,0,0,0,1,0,0,0,80.05,2835.9,1,0,0,0,1,0,0,2,1,1,0,81.02571428571429,960.5999999999999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.15,45.15,0,0,0,0,0,0,0,0,0,1,0,45.15,541.8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,39,1,1,0,0,0,0,0,0,1,73.15,2730.85,1,0,0,0,0,0,0,1,1,1,0,70.02179487179487,877.8000000000001,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,1,1,0,54,1,0,0,0,1,1,1,1,1,99.1,5437.1,0,0,0,1,1,1,1,4,1,0,1,100.68703703703704,1189.1999999999998,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,0,0,0,0,0,0,0,0,0,1,0,20.2,242.39999999999998,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,0,1,0,66,1,1,1,0,1,0,1,1,1,106.05,6981.35,1,1,0,1,0,1,1,5,1,0,0,105.7780303030303,1272.6,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1
1,0,0,0,56,1,1,1,0,0,1,1,1,1,105.35,5794.45,1,1,0,0,1,1,1,5,1,1,0,103.47232142857142,1264.1999999999998,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1,0,0,1,18,1,0,0,0,0,0,0,0,1,45.65,747.2,0,0,0,0,0,0,0,0,0,1,0,41.51111111111111,547.8,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
0,0,1,1,16,1,1,0,1,0,0,0,0,1,79.95,1267.95,1,0,1,0,0,0,0,2,1,1,0,79.246875,959.4000000000001,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,68,1,0,1,0,1,0,0,0,1,54.45,3674.95,0,1,0,1,0,0,0,2,0,0,0,54.04338235294117,653.4000000000001,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
0,1,1,0,53,1,1,0,0,0,0,0,0,0,25.1,1275.6,1,0,0,0,0,0,0,1,0,0,1,24.067924528301884,301.20000000000005,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,0,1,1,72,1,1,1,0,1,1,1,1,0,84.7,5893.9,1,1,0,1,1,1,1,6,0,0,0,81.85972222222222,1016.4000000000001,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0
1,0,0,0,9,1,1,0,0,0,0,0,0,1,75.85,724.65,1,0,0,0,0,0,0,1,1,1,0,80.51666666666667,910.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30,1,0,1,0,0,0,0,0,1,48.8,1536.75,0,1,0,0,0,0,0,1,0,1,0,51.225,585.5999999999999,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,36,1,1,0,1,0,0,1,1,1,99.15,3615.6,1,0,1,0,0,1,1,4,1,1,0,100.43333333333334,1189.8000000000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0,0,0,18,0,0,0,0,1,1,0,0,1,35.2,607.3,0,0,0,1,1,0,0,2,0,1,0,33.73888888888889,422.40000000000003,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,1,1,1,55,1,1,1,0,1,1,1,0,0,76.25,4154.55,1,1,0,1,1,1,0,5,0,0,1,75.53727272727274,915.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0,0,1,0,39,0,0,1,0,1,0,1,1,0,55.9,2184.35,0,1,0,1,0,1,1,4,0,1,0,56.008974358974356,670.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
1,0,0,0,21,1,1,0,1,0,0,0,0,1,82.35,1852.85,1,0,1,0,0,0,0,2,1,1,0,88.23095238095237,988.1999999999999,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0,0,0,2,0,0,0,1,1,1,0,0,1,40.4,77.15,0,0,1,1,1,0,0,3,0,1,0,38.575,484.79999999999995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1,0,0,33,1,1,0,0,0,0,0,0,1,24.9,847.8,1,0,0,0,0,0,0,1,0,0,1,25.690909090909088,298.79999999999995,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,44,0,0,0,1,1,0,1,1,0,54.3,2390.45,0,0,1,1,0,1,1,4,0,0,0,54.32840909090908,651.5999999999999,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
0,0,1,1,30,1,0,1,0,0,1,0,1,0,66.3,1923.5,0,1,0,0,1,0,1,3,0,1,0,64.11666666666666,795.5999999999999,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,1,0,71,1,0,0,0,0,0,0,0,1,20.9,1493.2,0,0,0,0,0,0,0,0,0,0,0,21.03098591549296,250.79999999999998,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
0,0,0,0,4,1,1,0,0,0,0,0,0,0,75.35,338.1,1,0,0,0,0,0,0,1,1,1,0,84.525,904.1999999999999,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,1,35,1,0,0,0,1,0,1,0,1,85.15,3030.6,0,0,0,1,0,1,0,2,1,0,0,86.58857142857143,1021.8000000000001,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
1,0,1,0,1,1,0,0,0,1,0,0,0,0,75.35,75.35,0,0,0,1,0,0,0,1,1,1,0,75.35,904.1999999999999,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,23,1,1,0,1,1,0,1,1,1,104.45,2184.85,1,0,1,1,0,1,1,5,1,1,1,94.99347826086957,1253.4,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
0,0,0,1,22,0,0,0,0,1,0,1,1,1,49.45,1031.4,0,0,0,1,0,1,1,3,0,0,0,46.88181818181818,593.4000000000001,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0
0,0,0,1,49,1,0,0,0,0,0,0,0,0,19.45,921.3,0,0,0,0,0,0,0,0,0,0,0,18.802040816326528,233.39999999999998,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0
0,0,1,1,42,1,0,0,0,1,0,1,1,1,92.15,3875.4,0,0,0,1,0,1,1,3,1,1,0,92.27142857142857,1105.8000000000002,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,0,1,1,33,1,0,0,0,1,0,1,1,1,93.8,3124.5,0,0,0,1,0,1,1,3,1,0,0,94.68181818181819,1125.6,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
0,0,1,1,7,1,0,0,0,0,0,0,0,0,19.85,144.15,0,0,0,0,0,0,0,0,0,0,0,20.592857142857145,238.20000000000002,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
0,0,1,1,67,1,1,1,0,1,1,0,1,1,100.25,6689.0,1,1,0,1,1,0,1,5,1,0,0,99.83582089552239,1203.0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
1,0,0,0,15,1,1,0,1,0,1,0,1,0,95.7,1451.1,1,0,1,0,1,0,1,4,1,1,0,96.74,1148.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0,1,0,67,1,1,0,1,1,0,0,1,1,93.15,6368.2,1,0,1,1,0,0,1,4,1,0,0,95.04776119402985,1117.8000000000002,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
